seg_word,count_word,,,
TGI   FRIDAYS   星期五 餐廳   ( 西門 餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 用餐 可 抵   $ 550   消費  -  11,41,,,
TGI   FRIDAYS   星期五 餐廳   ( 林森 餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 用餐 可 抵   $ 550   消費  -  3,41,,,
TGI   FRIDAYS   星期五 餐廳   ( 信義 餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 用餐 可 抵   $ 550   消費  -  2,41,,,
TGI   FRIDAYS   星期五 餐廳   ( 信義 餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 享 獨家 保留位  -  3,36,,,
TGI   FRIDAYS   星期五 餐廳   ( 美麗華餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 用餐 可 抵   $ 550   消費  -  1,40,,,
TGI   FRIDAYS   星期五 餐廳   ( 高雄夢 時代 餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 用餐 可 抵   $ 550   消費  -  1,42,,,
TGI   FRIDAYS   星期五 餐廳   ( 華泰 餐廳 ) -  全台 【 TGI   FRIDAYS   星期五 餐廳 】 EZTABLE   獨家 優惠 ， 預付   $ 500/ 人 ， 用餐 可 抵   $ 550   消費  -  3,41,,,
Thai .   J   泰式 料理  -  現場   1100   元 折抵   -  1,16,,,
The   Green   Room   泰式 蔬食  -  台北 【 TheGreenROOM】EZTABLE   獨家 方案 ， 2   人 訂位 並 預付   1500   元 ， 即 贈 「 店家 特製 甜點 」 一 份 ！ （ 預付 金額 可 抵用 消費 ） -  1,45,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳  -  台北 W 飯店   W   Taipei 】 EZTABLE   2020年 春節 方案 ， 1/24   （ 除夕 ） 午餐   吃 到 飽優 惠價   $ 1298/ 人 ( 含 服務費 ) -  2,61,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,63,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,70,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,70,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,62,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,64,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,64,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,60,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,132,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,73,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,62,,,
the   kitchen   table   廚桌 餐廳  -  W   Taipei   台北 W 飯店  -  台北 【 the   kitchen   table   西餐廳 - 台北   W   飯店   W   Taipei ,62,,,
The   Prime - Grill   極炙牛 排館 - 台中 日月 千禧 酒店  -  台中 【 The   Prime - Grill   極炙牛 排館 - 台中 日月 千禧 酒店 】 EZTABLE   獨家 方案 ， 極炙 午間 套餐 特別 優惠價 只要   980   元 / 人   ( 原價   1078   元 ) -  1 < br > 台中 【 The   Prime - Grill   極炙牛 排館 - 台中 日月 千禧 酒店 】 EZTABLE   獨家 方案 ， 極炙 波士頓 活 龍蝦 午間 套餐 特別 優惠價 只要   1680   元 / 人   ( 原價 1848 元 ) -  1,102,,,
The   Prime - Grill   極炙牛 排館 - 台中 日月 千禧 酒店  -  台中 【 The   Prime - Grill   極炙牛 排館 - 台中 日月 千禧 酒店 】 EZTABLE   獨家 方案 ， 極炙 午間 套餐 特別 優惠價 只要   980   元 / 人   ( 原價   1078   元 ) -  3,56,,,
The   Thali   塔哩 印度 料理  -  台北 【 The   Thali   塔哩 印度 料理 】 EZTABLE   獨家 方案 ， 預付   $ 300/ 人 ， 可 抵 現場 消費   $ 350/ 人  -  3,39,,,
Toh - A   桌藏 （ 2019   米其林 指南 餐盤 推薦 ） -  台北 【 Toh - A' 桌藏 】 EZTABLE   獨家 方案 ， 午餐 預付   $ 500   / 人 ， 享 獨家 保留位 並 升級 甜點 『 大舒芙雷 』 ！  -  2,46,,,
Toh - A   桌藏 （ 2019   米其林 指南 餐盤 推薦 ） -  台北 【 Toh - A' 桌藏 】 EZTABLE   獨家 方案 ， 晚餐 預付   $ 1000   / 人 ， 享 獨家 保留位 並 升級 甜點 『 大舒芙雷 』 ！ ！  -  2,47,,,
TOSCANA   義大利 餐廳  -  台北 西華 飯店  -  台北 【 TOSCANA   義大利 餐廳  -  台北 西華 飯店 】 EZTABLE   獨家 方案 ， 預付$ 1600/ 人 ， 可 抵 現場 消費$ 1800  -  1,36,,,
ToTsuZen   Steak   濕式 熟成 牛排  -  台北 【 ToTsuZen   Steak】EZTABLE 獨家 方案 ， 預付$ 500/ 人 ， 可 抵 現場 消費$ 550  -  2,27,,,
touristSpa   旅 日 芳療  -  旅 日 粉刺 膿包 護理   100   min  -   1,18,,,
TRASTEVERE   托拉斯特 義式 餐廳  -  台北 【 TRASTEVERE   義式 餐廳 】 EZTABLE   情人節 方案 ， 預付$ 1000/2 人 ， 可享 浪漫 西洋 情人節 雙人 套餐 優惠價$ 2866 （ 原價$ 3152 ） ， 2/14 當晚 用餐 加贈 玫瑰花 ！ （ 剩餘 餐費 請 於 現場 支付 ） -  1,50,,,
TRASTEVERE   托拉斯特 義式 餐廳  -  台北 【 TRASTEVERE   義式 餐廳 】 EZTABLE   獨家 方案 ， 晚餐 訂位 並 預付 餐費   700   元 / 人 ， 用餐 即 可 現折   800   元 消費 ！  -  2,42,,,
TWG   Tea   Salon   &   Boutique  -  【 TWG   Tea   Salon   &   Boutique】EZTABLE 獨家 方案 ， 預付   $ 500/ 人 ， 即 贈 冰淇淋 一 球  -  2,36,,,
Ula   Studio   nails  -  韓式 粉霧眉 / 飄眉 ｜ 可 換 購 絲霧眉  -  1,17,,,
UMAMI 金色 三 麥  -  微風 南山館  -  台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ， 可 抵 現場 消費   $ 530  -   1 < br > 台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付$ 1000/ 人 ， 可 抵 現場 消費$ 1100  -   1,61,,,
UMAMI 金色 三 麥  -  微風 南山館  -  台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ， 可 抵 現場 消費   $ 530  -   1 < br > 台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付$ 1000/ 人 ， 可 抵 現場 消費$ 1100  -   2,61,,,
UMAMI 金色 三 麥  -  微風 南山館  -  台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ， 可 抵 現場 消費   $ 530  -   5,35,,,
UMAMI 金色 三 麥  -  微風 南山館  -  台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付$ 1000/ 人 ， 可 抵 現場 消費$ 1100  -   2,31,,,
UMAMI 金色 三 麥  -  微風 南山館  -  台北 【 UMAMI 金色 三麥 】 EZTABLE   獨家 方案 ， 預付$ 1000/ 人 ， 可 抵 現場 消費$ 1100  -   3,31,,,
uMEAL  -  台北 【 uMEAL】EZTABLE   獨家 方案 ， 每人 預付   120   元 ， 即刻 訂位 ！  -  2,21,,,
Unix   X   寓   Salon   Restaurant   Bar  -  資深 設計師 剪髮   +   紓壓 洗髮  -  1,22,,,
URBN   Culture  -  精釀 啤酒   3   杯   300 ml  -   1,16,,,
Vanity   AVEDA   hair   salon  -  縮時 護髮 ｜ AVEDA   全 系列  -  1,17,,,
Villa   Life   采禾 莊園   Spa  -  足部 舒壓 護理   70   min  -   1,19,,,
Villa   Life   采禾 莊園   Spa  -   泰式 古法 舒壓   70   min  -   1,20,,,
Villa   Life   采禾 莊園   Spa  -  頭部 芳療   SPA   70   min  -   1,20,,,
Villa   泰式 養生 會館   Villa   Thai   Massage   -   泰式 古法 指壓   120   min  -   1,24,,,
Villa   泰式 養生 會館   Villa   Thai   Massage   -   泰式 全身 去 角質   SPA   130   min  -   2,27,,,
Vis   Hair   Salon   -  洗剪護   +   頭皮   /   髮尾 保濕  -  1,19,,,
Vita   Hair   貴婦 生活 髮型  -  歐萊德 舒適 洗 髮+ 造型剪  -  1,15,,,
VOLKS   沃克 牛排   ( 台中 朝富店 ) -  【 VOLKS   沃克 牛排   ( 台中 朝富店   /   台北 復興店 ) 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 贈 「 沃克牛 排 主廚 特點 ， 一 桌 一 份 」 ( 預付額 可 抵用   300   元 / 人   消費 ) -  2,67,,,
VOLKS   沃克 牛排   ( 台北 復興店 ) -  【 VOLKS   沃克 牛排   ( 台中 朝富店   /   台北 復興店 ) 】 EZTABLE   情人節 方案 ， 預付   $ 300/ 人 ， 贈 每桌 「 主廚 特製 情人節 蛋糕 」 乙份  -  2,47,,,
VOLKS   沃克 牛排   ( 台北 復興店 ) -  【 VOLKS   沃克 牛排   ( 台中 朝富店   /   台北 復興店 ) 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 贈 「 沃克牛 排 主廚 特點 ， 一 桌 一 份 」 ( 預付額 可 抵用   300   元 / 人   消費 ) -  2,67,,,
VOLKS   沃克 牛排   ( 台北 復興店 ) -  【 VOLKS   沃克 牛排   ( 台中 朝富店   /   台北 復興店 ) 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 贈 「 沃克牛 排 主廚 特點 ， 一 桌 一 份 」 ( 預付額 可 抵用   300   元 / 人   消費 ) -  3,67,,,
V's   美 甲美 睫紋繡 美學 沙龍  -  美人 魚 輕盈美睫   340   根  -  1,17,,,
V - SHARK   Hair   Salon  -  紓壓 深層 洗髮   +   質感 精緻 染髮  -  1 < br > 加購 ｜ 造型 剪髮  -  1,28,,,
V - SHARK   Hair   Salon  -  紓壓 深層 洗髮   +   頭皮 滋 養液  -  1,19,,,
V - SHARK   Hair   Salon   &   Venessa   Nail   髮型 美甲沙龍  -  文青 果嫩   手部 基礎 保養 護理  -  1,26,,,
V - SHARK   Hair   Salon   &   Venessa   Nail   髮型 美甲沙龍  -  日 韓 系人 氣 手部 單色 凝膠 ｜ 限時 優惠  -  1,29,,,
V - SHARK   Hair   Salon   &   Venessa   Nail   髮型 美甲沙龍  -  紓壓 深層 洗髮   +   精油 蒸氣 護髮  -  1,28,,,
V - SHARK   Hair   Salon   &   Venessa   Nail   髮型 美甲沙龍  -  紓壓 深層 洗髮   +   頭皮 滋 養液  -  1,28,,,
VVG   Hideaway   好樣 秘境  -  台北 【 VVG   Hideaway   好樣 秘境 】 EZTABLE   獨家 方案 ， 預付 550 元 ， 抵 現場 消費 600 元 ！  -  2,33,,,
W   XYZ  bar   北投 雅樂軒  -  生啤 暢飲 套餐   |   水牛城 辣雞翅  -  1,18,,,
W   XYZ ℠   bar     中山 雅樂軒  -  調酒 買 一 送 一   |   旅客 評價 第一  -  1,24,,,
W   XYZ ℠   bar     中山 雅樂軒  -  曖昧 雙人 酒食 ｜ 續攤 首選  -  1,19,,,
WINE - derful 葡萄酒 主題 餐廳  -  台北 【 WINE - derful 葡萄酒 主題 餐廳 】 EZTABLE   獨家 方案 ， 平假日 午 晚餐 預付   900   元 可 抵用   1000   元  -  2,37,,,
Wonder   Bar   &   Lounge  -  Surprise   me   隱藏 調酒  -  4,16,,,
WOOHOO 遊戲室  -  0 - 8 Y   入場 2h   ( 1 大 1 小 ) -  1,18,,,
Woolloomooloo   信義  -  咖啡 外帶   9   折 ｜ 上班族 首選  -  1,15,,,
Woosan   韓式 烤肉店  -  台北 【 Woosan 韓式 烤肉店 】 EZTABLE   獨家 方案 ， 預付$ 500/ 人 ， 可 抵 現場 消費$ 550  -   4,28,,,
X   Dining   Bistro   艾克斯 義式 餐酒館  -  台北 【 X   Dining   Bistro   艾克斯 義式 餐酒館 】 EZTABLE   獨家 方案 ， 平假 日午 、 晚餐 預付   $ 400/ 人 ， 可 抵 現場 消費   $ 450  -  2,46,,,
X   Dining   Bistro   艾克斯 義式 餐酒館  -  台北 【 X   Dining   Bistro   艾克斯 義式 餐酒館 】 EZTABLE   獨家 方案 ， 平假 日午 、 晚餐 預付   $ 400/ 人 ， 可 抵 現場 消費   $ 450  -   3,47,,,
YELOSEOUL   BISTRO   首爾 餐酒館  -  台北 【 YELO   Seoul   Bistro   首爾 餐酒館 】 EZTABLE   2019   線 上 美食 旅展 ， 預付   $ 570/ 人 ， 可 抵 現場 消費   $ 600/ 人 ， 且 每筆 訂單 贈 一 份 蜂蜜 薯條 （ 價值 ,58,,,
ZEBRA  -  The   Place   Taichung   台中 大毅 老爺 行旅  -  台中 【 ZEBRA  -  The   Place   Taichung   台中 大毅 老爺 行旅 】 EZTABLE   獨家 方案 ， 預付   $ 500   / 人 ， 現場 可 抵   $ 550   消費  -  1 < br > 台中 【 ZEBRA  -  The   Place   Taichung   台中 大毅 老爺 行旅 】 EZTABLE   獨家 方案 ， 預付   $ 1 	 000   / 人 ， 現場 可 抵   $ 1 	 200   消費  -  2,96,,,
プ ロ 燒鳥 專門店  (  Puro   2.0  ) -  現場   450   元 折抵  -  3,17,,,
プ ロ 燒鳥 專門店  (  Puro   2.0  ) -  雙人 丼飯 ｜ 午餐 限定  -  1,16,,,
まる み ち 丸道 燒肉 （ 台北店 ） -  台北 【 丸道 燒肉 】 EZTABLE   獨家 方案 ， 預付   $ 1000/   2 人 ， 即 贈 美味 小 菜 一 盤 （ 價值$ 90 ） -  1,38,,,
まる み ち 丸道 燒肉 （ 台北店 ） -  台北 【 丸道 燒肉 】 EZTABLE   獨家 方案 ， 預付   $ 1000/   2 人 ， 即 贈 美味 小 菜 一 盤 （ 價值$ 90 ） -  4,38,,,
一生 懸命 居 酒屋  -  雙人 串燒 組合 套餐  -  1,11,,,
一直 是 晴天  -  中山店  -  台北 【 一直 是 晴天  -  中山店 】 EZTABLE   獨家 方案 ， 預付$ 300/ 人 ， 可 抵 現場 消費$ 350/ 人  -  2,31,,,
一 品 花雕雞  -  旗艦店  -  台北 【 一 品 花雕雞   ( 旗艦店 ) 】 EZTABLE   獨家 方案 ， 預付$ 400/ 人 ， 可 抵 現場 消費$ 450 ， 服務費 另 計  -  3,36,,,
一 品 花雕雞  -  旗艦店  -  台北 【 一 品 花雕雞   ( 旗艦店 ) 】 EZTABLE   獨家 方案 ， 預付$ 400/ 人 ， 可 抵 現場 消費$ 450 ， 服務費 另 計  -  4,36,,,
一 品 花雕雞  -  旗艦店  -  台北 【 一 品 花雕雞   ( 旗艦店 ) 】 EZTABLE   獨家 方案 ， 預付$ 400/ 人 ， 可 抵 現場 消費$ 450 ， 服務費 另 計  -  8,36,,,
一 號 糧倉  -  台北 【 一 號 糧倉店 】 EZTABLE   獨家 方案 ， 每人 訂位 並 預付   300   元 ， 贈送 主廚 每日 特製 開胃 小點 乙份 ( 價值   180 元 ) -  2,38,,,
一 號 糧倉  -  台北 【 一 號 糧倉店 】 EZTABLE   獨家 方案 ， 每人 訂位 並 預付   300   元 ， 贈送 主廚 每日 特製 開胃 小點 乙份 ( 價值   180 元 ) -  3,38,,,
一 號 糧倉  -  台北 【 一 號 糧倉店 】 EZTABLE   獨家 方案 ， 每人 訂位 並 預付   300   元 ， 贈送 主廚 每日 特製 開胃 小點 乙份 ( 價值   180 元 ) -  4,38,,,
一 號 糧倉  -  台北 【 一 號 糧倉店 】 EZTABLE   獨家 方案 ， 每人 訂位 並 預付   300   元 ， 贈送 主廚 每日 特製 開胃 小點 乙份 ( 價值   180 元 ) -  7,38,,,
一 號 糧倉 （ 蟬聯 兩 屆   米其林 必比登 推介 ） -  台北 【 一 號 糧倉店 】 EZTABLE   獨家 方案 ， 每人 訂位 並 預付   300   元 ， 贈送 主廚 每日 特製 開胃 小點 乙份  -  2,41,,,
一 頭 牛日式 燒肉   （ 崇德店 ） -  【 一 頭 牛日式 燒肉 】 EZTABLE   獨家 方案 ， 每人 預付   300   元 ， 現場 可 抵用   350   元 消費 ！  -  2,37,,,
一 頭 牛日式 燒肉 （ 公益店 ） -  【 一 頭 牛日式 燒肉 】 EZTABLE   獨家 方案 ， 每人 預付   300   元 ， 現場 可 抵用   350   元 消費 ！  -  2,36,,,
一 頭 牛日式 燒肉 （ 公益店 ） -  【 一 頭 牛日式 燒肉 】 EZTABLE   獨家 方案 ， 每人 預付   300   元 ， 現場 可 抵用   350   元 消費 ！  -  3,36,,,
一 鷺 串 燒 居 酒屋  -  大直旗 艦店  -  【 一 鷺 串 燒 居 酒屋  -  大直旗艦店 】 EZTABLE   壽星 獨家 方案 ， 預付   $ 1000/ 人 ， 可 抵   $ 1200   另 加 贈 當日 或 當月 生日 壽星禮 ！  -  1 < br > 【 一 鷺 串 燒 居 酒屋  -  大直旗艦店 】 EZTABLE   獨家 方案 ， 預付   $ 600/ 人 ， 享 獨家 保留位 ！  -  1,79,,,
一 鷺 串 燒 居 酒屋  -  大直旗 艦店  -  【 一 鷺 串 燒 居 酒屋  -  大直旗艦店 】 EZTABLE   壽星 獨家 方案 ， 預付   $ 1000/ 人 ， 可 抵   $ 1200   另 加 贈 當日 或 當月 生日 壽星禮 ！  -  3,49,,,
一 鷺 串 燒 居 酒屋  -  台中 中興店  -  【 一 鷺 串 燒 居 酒屋  -  台中 中興店 】 EZTABLE   壽星 獨家 方案 ， 預付   $ 1000   / 人 ， 可 抵   $ 1200   另 加 贈 當日 或 當月 生日 壽星禮 ！  -  1 < br > 【 一 鷺 串 燒 居 酒屋  -  台中 中興店 】 EZTABLE   獨家 方案 ， 預付   $ 600/ 人 ， 享 獨家 保留位 ！  -  1,83,,,
一 鷺 串 燒 居 酒屋  -  台中 中興店  -  【 一 鷺 串 燒 居 酒屋  -  台中 中興店 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人   可 抵   $ 600   ( 可 抵 酒水費 及 服務費 ) -  2,46,,,
一 鷺 串 燒 居 酒屋  -  台中 中興店  -  【 一 鷺 串 燒 居 酒屋  -  台中 中興店 】 EZTABLE   獨家 方案 ， 預付   $ 600/ 人 ， 享 獨家 保留位 ！  -  1,38,,,
一 鷺炭 火燒鳥 工房  -  松江 本店  -  【 一 鷺炭 火燒鳥 工房  -  松江 本店 】 EZTABLE   壽星 獨家 方案 ， 預付   $ 1000/ 人 ， 可 抵   $ 1200 另 加 贈 當日 或 當月 生日 壽星禮 ！  -  2,45,,,
一 鷺炭 火燒鳥 工房  -  松江 本店  -  【 一 鷺炭 火燒鳥 工房  -  松江 本店 】 EZTABLE   獨家 方案 ， 預付   $ 1000   / 人   可 抵   $ 1200   ( 可 抵 酒水費 及 服務費 ) -  2,44,,,
一 鷺炭 火燒鳥 工房  -  松江 本店  -  【 一 鷺炭 火燒鳥 工房  -  松江 本店 】 EZTABLE   獨家 方案 ， 預付   $ 1000   / 人   可 抵   $ 1200   ( 可 抵 酒水費 及 服務費 ) -  4,44,,,
一 鷺炭 火燒鳥 工房  -  松江 本店  -  【 一 鷺炭 火燒鳥 工房  -  松江 本店 】 EZTABLE   獨家 方案 ， 預付   $ 600/ 人 ， 享 獨家 保留位 ！  -  2,34,,,
七 大 界 髮廊   新泰店  -  洗   +   剪   +   吹造型  -  1,18,,,
七 大 界 髮廊   新泰店  -  頭皮 減壓   SPA ｜ 舒壓 洗髮  -  1,16,,,
七星 美學院  -  臉部 保養   +   岩盤 美浴 ｜ 限女性  -  1,14,,,
九鼎 鐵板 燒 ( 大直 ) -  台北 【 九鼎 鐵板燒 】 EZTABLE   獨家 方案 ， 平假日 預付   $ 400/ 人 ，   可 折抵   $ 500   消費 ！  -  2,34,,,
了 凡   Hawker   CHAN   香港 油雞飯 · 麵  -  招牌 油雞 撈麵  -  2 < br > 脆皮 燒肉飯  -  2 < br > 招牌 油雞飯  -  2,31,,,
二十 春 整體 會館  -  足湯   +   全身 按摩   75   min  -   1,18,,,
二十 春 整體 會館  -  腳底   +   全身 按摩   90   min  -   1,18,,,
二十 春 整體 會館  -  腳底 按摩   60   min   ｜   職人 按摩  -  2,18,,,
二 本 松涮涮屋   ER   BEN   SONG   SHABU  -  台北 【 二 本 松涮涮屋   ER   BEN   SONG   SHABU】EZTABLE   獨家 方案 ， 一 ～ 五 午餐 預付   $ 429/ 人 ， 可享 獨家 原價   $ 499   特級 套餐 一 份  -  1,52,,,
二足 行館  -  全身 指壓 舒緩   60   min  -   1,13,,,
二足 行館  -  腳底 按摩   70   min  -   2,12,,,
八色 烤肉  -  台中 四 號 店 （ 中友 百貨   C棟   8 F ） -  台中 【 八色 烤肉 】 EZTABLE   壽星 獨家 方案 ， 當月 壽星 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） ， 另 贈 ： 慶生 烤肉 蛋糕 一 份 。 -  1 < br > 台中 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  1,104,,,
八色 烤肉  -  台中 四 號 店 （ 中友 百貨   C棟   8 F ） -  台中 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  2,55,,,
八色 烤肉  -  台中 四 號 店 （ 中友 百貨   C棟   8 F ） -  台中 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  2 < br > 台中 【 八色 烤肉 】 EZTABLE   壽星 獨家 方案 ， 當月 壽星 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） ， 另 贈 ： 慶生 烤肉 蛋糕 一 份 。 -  1,104,,,
八色 烤肉  -  台中 四 號 店 （ 中友 百貨   C棟   8 F ） -  台中 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  8,55,,,
八色 烤肉  -  台北 忠孝 總店  -  台北 【 八色 烤肉 】 EZTABLE   2019   線 上 美食 旅展 ， 2 - 3 人 預付$   1480   元 ， 享 『 火烤 牛豬 綜合 套餐   A 』 乙客 ！  -  1,44,,,
八色 烤肉  -  台北 忠孝 總店  -  台北 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  2,46,,,
八色 烤肉  -  台北 忠孝 總店  -  台北 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  4,46,,,
八色 烤肉  -  台北 忠孝 總店  -  台北 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  5,46,,,
八色 烤肉  -  板橋 三 號 店  -  板橋 【 八色 烤肉 】 EZTABLE 獨家 優惠 ， 預付   $ 450   / 人 ， 每桌 贈 原味 豬 五 花 一 份 （ 價值 ： 300 元 ） （ 預付額 可 抵 現場 消費 ） -  2,47,,,
十二月 日曜店  -  現場   400   元 折抵  -  1,11,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -   台北 【 十二 廚 】 EZTABLE   2020   花賞 美食節 ， 平日 下午 茶 吃 到 飽 特別 優惠價   $ 616   ( 原價   $ 869 ) -  1,41,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -   台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 】 EZTABLE   期間 限定 ， 平日 下午 茶 吃 到 飽 特別 優惠價   $ 616   ( 原價   $ 869 ) -  1,46,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 】 EZTABLE   2019   線 上 美食 旅展 ， 週一 至 週五   午餐   $ 900   ( 原價   $ 1199 ) -  2,46,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 】 EZTABLE   2019   線 上 美食 旅展 ， 週六 至 週日   下午 茶   $ 863   ( 原價   $ 979 )   -  2,48,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,66,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,106,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,66,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,63,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,102,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,70,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,109,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,52,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,50,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,41,,,
十二 廚 自助 餐廳  -  台北 喜來 登大 飯店  -  台北 【 十二 廚 自助 餐廳  -  台北 喜來 登大 飯店 ,47,,,
