store_prod_name,parent_tag,,,
小蒙牛頂級麻辣養生鍋 - 新竹晶品城店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日午餐吃到飽 特別優惠價 $ 626 （原價 $659） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新竹晶品城店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $ 732 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新竹晶品城店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 2020 花賞美食節，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新竹晶品城店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日午餐吃到飽 特別優惠價 $628 （原價 $659） - 4,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新竹晶品城店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新店民權店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日午餐吃到飽 特別優惠價 $ 626 （原價 $659） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新店民權店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $ 732 （原價 $769） - 3,餐飲,,,
小蒙牛頂級麻辣養生鍋 - 新店民權店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $ 732 （原價 $769） - 8,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 內湖店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $ 732 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 竹北店 - 全台【2019 小蒙牛頂級麻辣養生鍋】EZTABLE 2019 線上美食旅展，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $718 （原價 $769） - 6,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 竹北店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 $769/人 - 4,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 竹北店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 竹北店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 3,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 竹北店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 優惠價 $769 - 4,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 西門店 - 全台【2019 小蒙牛頂級麻辣養生鍋】預訂平日午餐吃到飽 特別優惠價 $ 626 （原價 $659） - 6,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 西門店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日午餐吃到飽 特別優惠價 $628 （原價 $659） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 西門店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日午餐吃到飽 特別優惠價 $628 （原價 $659） - 3,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 西門店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 西門店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 4,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 板橋店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 板橋店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 5,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 家樂福仁德店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 5,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 新莊店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 2020 花賞美食節，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 遠雄汐止店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 $769/人 - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 遠雄汐止店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 2,餐飲,,,
小蒙牛頂級麻辣養生鍋（烤）- 遠雄汐止店 - 全台【2020 小蒙牛頂級麻辣養生鍋】EZTABLE 獨家方案，預訂平日晚餐/假日午晚餐吃到飽 特別優惠價 $758 （原價 $769） - 5,餐飲,,,
小膳香成都麻辣火鍋 - 台北【小膳香成都麻辣火鍋】EZTABLE 2019 線上美食旅展，預付 $475/人， 可折抵 $550 消費！ - 2,餐飲,,,
小膳香成都麻辣火鍋 - 台北【小膳香成都麻辣火鍋】EZTABLE 獨家方案，預付 $500/人，可抵現場消費 $550 - 3,餐飲,,,
小膳香成都麻辣火鍋 - 台北【小膳香成都麻辣火鍋】EZTABLE 獨家方案，預付 $500/人，可抵現場消費 $550 - 5,餐飲,,,
小膳香成都麻辣火鍋 XiaoShanXiang Chengdu Hotpot - 現場 1000 元折抵 - 1,餐飲,,,
山水悅養生美容 SPA 會館 - 全身精油按摩 80 min - 1,按摩,,,
山水悅養生美容 SPA 會館 - 腳底 + 身體按摩 120 min - 1,按摩,,,
山水悅養生美容 SPA 會館 - 腳底 + 身體按摩 120 min - 2,按摩,,,
山水悅養生美容 SPA 會館 - 腳底 + 身體按摩 90 min - 1,按摩,,,
山水悅養生美容 SPA 會館 - 腳底 + 身體按摩 90 min - 2,按摩,,,
山水悅養生美容 SPA 會館 - 腳底按摩 50 min｜蘆洲口碑最佳 - 1,按摩,,,
山水悅養生美容 SPA 會館 - 腳底按摩 50 min｜蘆洲口碑最佳 - 2,按摩,,,
山水圓按摩小站 - 半身紓緩按摩 50 min - 1,按摩,,,
山本足體養生館 - 全身精油按摩 60 min - 1,按摩,,,
山本足體養生館 - 腳底按摩 65 min - 1,按摩,,,
山里日本料理 - Okura Taipei 大倉久和大飯店 - 台北【大倉久和-山里日本料理】EZTABLE 獨家方案，午晚餐訂位並預付 900 元/人，用餐即可現折 1000 元消費！ - 2,餐飲,,,
山里日本料理 - Okura Taipei 大倉久和大飯店 - 台北【大倉久和-山里日本料理】EZTABLE 獨家方案，午餐套餐：特別優惠價 1450 元/人 (原價 1650 元) - 2,餐飲,,,
山里日本料理 - Okura Taipei 大倉久和大飯店 - 台北【大倉久和-山里日本料理】EZTABLE 獨家方案，午餐套餐：特別優惠價 1450 元/人 (原價 1650 元) - 4,餐飲,,,
山鯨燒肉 - 山鯨享樂雙人套餐 - 1,餐飲,,,
山鯨燒肉 - 台中【山鯨燒肉】EZTABLE 獨家方案，2 - 5 人，預付 $1000/桌，招待烤饅頭一份 - 1,餐飲,,,
川郎活蟹海鮮料理 - 台北【川郎活蟹海鮮料理】EZTABLE 獨家方案，四人以上同行，預付餐費 1500 元/桌，當桌可抵用 1600 元消費！( 4-10 人適用 )。 - 1,餐飲,,,
不老松足湯 員林行館 - 全身指壓 + 足湯 100 min - 1,按摩,,,
不老松足湯 員林行館 - 全身指壓 + 足湯 100 min - 2,按摩,,,
不老松足湯 員林行館 - 足體按摩 + 足湯 70 min - 2,按摩,,,
不老松足湯 愛河行館 - 全身指壓 + 足湯 100 min - 2,按摩,,,
不老松足湯 愛河行館 - 足體按摩 + 足湯 70 min - 1,按摩,,,
不老松足湯 愛河行館 - 足體按摩 + 足湯 70 min - 2,按摩,,,
不老松足湯 新生行館 - 全身指壓 + 足湯 100 min - 1,按摩,,,
不老松足湯 新生行館 - 全身指壓 + 足湯 100 min - 2,按摩,,,
不老松足湯 新生行館 - 足體按摩 + 足湯 70 min - 1,按摩,,,
不老松足湯 漢口行館 - 足體按摩 + 足湯 70 min - 1,按摩,,,
不老松足湯中科行館 - 全身指壓 + 足湯 100 min - 1,按摩,,,
中華電信｜高雄機場取卡 - 台灣 3 - 30 天｜不限流量吃到飽 - 1,旅遊,,,
丰禾日麗台式小館 - 台北南京東店 - 【丰禾日麗】EZTABLE 獨家方案，四人團圓辦桌套餐 特別優惠價$1936元/組！(已含10%服務費) - 1,餐飲,,,
丰禾日麗台式小館 - 台北南京東店 - 【丰禾日麗】EZTABLE 獨家方案，兩人丰享宴套餐 特別優惠價$880/組！ - 1,餐飲,,,
丰禾日麗台式小館 - 台北南京東店 - 【丰禾日麗】EZTABLE 獨家方案，預付 $500/人，可享有餐廳獨家保留位！ 預付額可折抵 500 元消費 - 4,餐飲,,,
丰禾日麗台式小館 - 台北南京東店 - 台北【丰禾日麗】EZTABLE 2020年春節方案，四方來財丰享餐 優惠價 $2	309 /4人 (已含10%服務費) - 2,餐飲,,,
元氣果汁 GENKI JUICE - 元氣雙人套餐 - 1,餐飲,,,
元潮蒙古烤肉酸菜白肉鍋 - 新北【元潮蒙古烤肉酸菜白肉鍋】EZTABLE 獨家方案，預付 $350/人，可抵現場消費 $380 - 3,餐飲,,,
六國餐廳 - 台北花園大酒店 - 台北【台北花園大酒店-六國餐廳】EZTABLE 獨家方案，平日午＆晚餐吃到飽：特別優惠價 650 元/人 （已含服務費，原價 769 元） - 8,餐飲,,,
天沐岩盤浴 鹽埕五福會館 - 漫步雲端．曲纖女神體態精雕 40 min - 1,按摩,,,
天賜百匯 - 天賜良緣大飯店 (新莊) - 新北【天賜百匯 - 天賜良緣大飯店 (新莊)】EZTABLE 2020年春節方案，1/23 小年夜、1/25 初一、1/27-1/29 初三-初五 午晚餐吃到飽 特別優惠價 $1014 /人 (含服務費) - 3,餐飲,,,
天賜百匯 - 天賜良緣大飯店 (新莊) - 新北【天賜百匯 - 天賜良緣大飯店 (新莊)】EZTABLE 2020年春節方案，1/23 小年夜、1/25 初一、1/27-1/29 初三-初五 午晚餐吃到飽 特別優惠價 $1014 /人 (含服務費) - 4,餐飲,,,
天賜百匯 - 天賜良緣大飯店 (新莊) - 新北【天賜百匯 - 天賜良緣大飯店 (新莊)】EZTABLE 獨家方案，平日週一至週四 晚餐 $894 /人 (原價$979) 含服務費 - 1<br>新北【天賜百匯 - 天賜良緣大飯店 (新莊)】EZTABLE 獨家方案，平日週一至週四晚餐，四人同行一人免費特別優惠價$3026 / 4人（原價 $3916） - 1,餐飲,,,
天賜百匯 - 天賜良緣大飯店 (新莊) - 新北【天賜百匯 - 天賜良緣大飯店 (新莊)】EZTABLE 獨家方案，平日週一至週四 晚餐 $894 /人 (原價$979) 含服務費 - 2,餐飲,,,
天賜百匯 - 天賜良緣大飯店 (新莊) - 新北【天賜百匯 - 天賜良緣大飯店 (新莊)】EZTABLE 獨家方案，週五晚餐、假日午晚餐 $1014 /人 (原價$1089) 含服務費 - 2,餐飲,,,
太和殿麻辣鴛鴦火鍋-台北總店 - 【太和殿鴛鴦麻辣火鍋】EZTABLE 獨家方案，預付 $500/人，每桌招待『麻辣濃縮湯底』一盒！ - 2,餐飲,,,
太和殿麻辣鴛鴦火鍋-台北總店 - 【太和殿鴛鴦麻辣火鍋】EZTABLE 獨家方案，預付 $500/人，每桌招待『麻辣濃縮湯底』一盒！ - 6,餐飲,,,
太極堂足體養生館 忠孝館 - 腳底按摩 40 min - 1,按摩,,,
巴黎廳1930 - 台北亞都麗緻大飯店 - 台北【巴黎廳1930 - 台北亞都麗緻大飯店】EZTABLE 獨家方案，預付 $3000/人，現場可折抵 $3	300 消費！ - 1,餐飲,,,
巴黎廳1930 - 台北亞都麗緻大飯店 - 台北【巴黎廳1930 - 台北亞都麗緻大飯店】EZTABLE 獨家方案，預付 $3000/人，現場可折抵 $3	300 消費！ - 2,餐飲,,,
心知足SPA養生館一館 - 米黎 - 全身經絡指壓 70 min - 2,按摩,,,
心知足SPA養生館一館 - 米黎 - 腳底 + 半身舒壓按摩 100 min - 1,按摩,,,
心知足SPA養生館一館 - 米黎 - 腳底 + 半身舒壓按摩 100 分鐘 - 1,按摩,,,
心知足SPA養生館一館 - 米黎 - 腳底按摩 55 分鐘 - 1,按摩,,,
心知足SPA養生館一館 - 米黎 - 腳底按摩 70 min - 1,按摩,,,
心知足SPA養生館二館 - 米黎 - 腳底 + 半身舒壓按摩 100 min - 1,按摩,,,
心知足SPA養生館二館 - 米黎 - 腳底按摩 55 min - 1,按摩,,,
心知足SPA養生館二館 - 米黎 - 腳底按摩 55 min - 2,按摩,,,
手足情深足體養生館 - 腳底按摩 50 min - 2,按摩,,,
手足情深足體養生館 - 腳底按摩 80 min - 2,按摩,,,
文岩文  岩燒蜀辣鴛鴦鍋 - 蘆洲店 - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日午餐 訂位並預付餐費 604 元/人，每人贈『黑美人蝦乙份』！(預付額可抵用 604 元消費) - 2,餐飲,,,
文岩文  岩燒蜀辣鴛鴦鍋 (板橋店) - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日晚餐、假日午 / 晚餐 預付 $688/人，每人贈『澳洲霸王牛一份』！(預付額可抵用 688 元消費) - 2,餐飲,,,
文岩文 岩燒蜀辣鴛鴦鍋 - 新莊店 - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日午餐 訂位並預付餐費 604 元/人，每人贈『黑美人蝦乙份』！(預付額可抵用 604 元消費) - 2,餐飲,,,
文岩文 岩燒蜀辣鴛鴦鍋 - 新莊店 - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日晚餐、假日午 / 晚餐 預付 $688/人，每人贈『黑美人蝦乙份』！(預付額可抵用 688 元消費) - 4,餐飲,,,
文岩文 岩燒蜀辣鴛鴦鍋 (新莊店) - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日午餐 訂位並預付餐費 604 元/人，每人贈『澳洲霸王牛一份』！(預付額可抵用 604 元消費) - 3,餐飲,,,
文岩文 岩燒蜀辣鴛鴦鍋 (新莊店) - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日晚餐、假日午 / 晚餐 預付 $688/人，每人贈『黑美人蝦乙份』！(預付額可抵用 688 元消費) - 2,餐飲,,,
文岩文 岩燒蜀辣鴛鴦鍋 (新莊店) - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日晚餐、假日午 / 晚餐 預付 $688/人，每人贈『黑美人蝦乙份』！(預付額可抵用 688 元消費) - 5,餐飲,,,
文岩文 岩燒蜀辣鴛鴦鍋 (新莊店) - 新北【文岩文 岩燒蜀辣鴛鴦鍋】EZTABLE 獨家方案，平日晚餐、假日午 / 晚餐 預付 $688/人，每人贈『澳洲霸王牛一份』！(預付額可抵用 688 元消費) - 3,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【文華Café - 台北文華東方酒店】EZTABLE 2020 花賞美食節，午晚餐預付 $1050 /人， 可抵現場消費 $1500！ - 2,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【文華Café - 台北文華東方酒店】EZTABLE 期間限定，週一至週日午晚餐預付$1408/人，可享3道式套餐升級為4道式，另贈每位賓客精選氣泡酒乙杯 - 3,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【文華Café - 台北文華東方酒店】EZTABLE 獨家方案，下午茶粉絲活動：預付 $1550 /人，享「下午茶套餐」乙客以及與My Melody 或 Little Twin Stars見面合影（原價 $1705） - 4,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【文華Café - 台北文華東方酒店】EZTABLE 獨家方案，週一至週日漫漫圓舞曲下午茶，預付 $1350 /人，享「下午茶套餐」乙客（原價 $1485）  - 4,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE ,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE ,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE ,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE ,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE ,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE 獨家方案，平日週一至週五午餐預付餐費 1530 元/人，享「午間饗．吃．吧」乙客（原價 $1738）  - 2,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE 獨家方案，平日週一至週五午餐預付餐費 1530 元/人，享「午間饗．吃．吧」乙客（原價 $1738）  - 3,餐飲,,,
文華Café - 台北文華東方酒店 - 台北【台北文華東方酒店 Café Un Deux Trois】EZTABLE 獨家方案，週一至週日晚餐特別優惠價 $1950/人，享 「晚間饗‧吃‧吧」自助饗宴乙客（原價 $2288） - 2,餐飲,,,
月谷卩足體養生會館 - 足部按摩 + 全身指壓 - 1,按摩,,,
月荷公益館 - 全身 + 足部 120 min - 1,按摩,,,
月荷公益館 - 全身紓壓 60 min  - 2,按摩,,,
月荷公益館 - 足部紓壓 60 min - 1,按摩,,,
水剌韓式餐廳 Surah Korea Cuisine (大直總店) - 台北【水剌韓式餐廳 Surah Korea Cuisine 】EZTABLE 獨家方案，預付 $500/人，用餐即可現折 $600 消費！ - 1,餐飲,,,
水剌韓式餐廳 Surah Korea Cuisine (大直總店) - 台北【水剌韓式餐廳 Surah Korea Cuisine 】EZTABLE 獨家方案，預付 $500/人，用餐即可現折 $600 消費！ - 2,餐飲,,,
水剌韓式餐廳 Surah Korea Cuisine (光復店) - 台北【水剌韓式餐廳 Surah Korea Cuisine 】EZTABLE 獨家方案，預付 $500/人，用餐即可現折 $600 消費！ - 3,餐飲,,,
水剌韓式餐廳 Surah Korea Cuisine (光復店) - 台北【水剌韓式餐廳 Surah Korea Cuisine 】EZTABLE 獨家方案，預付 $500/人，用餐即可現折 $600 消費！ - 4,餐飲,,,
水舞饌 崇德店 - 港式雙人套餐 - 1,餐飲,,,
火之舞蓁品燒和牛放題 - 桃園店 - 桃園【火之舞蓁品燒和牛放題】EZTABLE 獨家方案，週五至週日 預付 $989 (含服務費)，享獨家保留位！ - 2,餐飲,,,
王品牛排 (中壢延平店) - 全台【王品牛排】EZTABLE 獨家方案，預付 1529 元/人，預付 2 客套餐即贈『栢司金 PERTH´S KEY 聖巴克茉莉系列商品 1 瓶 』(價值$520) - 2,餐飲,,,
王品牛排 (台北中山北店) - 全台【王品牛排】EZTABLE 獨家方案，紐約客牛排套餐(12oz)  享『9 折+藍帶私房菜乙份』優惠價 $1690 /人 (已含服務費) - 2,餐飲,,,
王品牛排 (台北光復南店) - 全台【王品牛排】EZTABLE 獨家方案，紐約客牛排套餐(12oz)  享『9 折+藍帶私房菜乙份』優惠價 $1690 /人 (已含服務費) - 1,餐飲,,,
王品牛排 (台北光復南店) - 全台【王品牛排】EZTABLE 獨家方案，黑松露紐約客牛排套餐(12oz) 贈『主廚私房菜 - 雙重起士馬鈴薯牛乙份』（原價 220 元）優惠價 $1859 /人 (已含服務費) - 2,餐飲,,,
王品牛排 (台北南京東店) - 全台【王品牛排】EZTABLE 獨家方案，紐約客牛排套餐(12oz)  享『9 折+藍帶私房菜乙份』優惠價 $1690 /人 (已含服務費) - 1,餐飲,,,
王品牛排 (板橋縣民大道店) - 全台【王品牛排】EZTABLE 獨家方案，預付 1529 元/人，預付 2 客套餐即贈『栢司金 PERTH´S KEY 聖巴克茉莉系列商品 1 瓶 』(價值$520) - 2,餐飲,,,
王品牛排 (桃園同德店) - 全台【王品牛排】EZTABLE 獨家方案，預付 1529 元/人，預付 2 客套餐即贈『栢司金 PERTH´S KEY 聖巴克茉莉系列商品 1 瓶 』(價值$520) - 2,餐飲,,,
王品牛排 (新竹北大店) - 全台【王品牛排】EZTABLE 獨家方案，紐約客牛排套餐(12oz)  享『9 折+藍帶私房菜乙份』優惠價 $1690 /人 (已含服務費) - 2,餐飲,,,
世足養生會館 - 全身舒緩指壓 70 min - 1,按摩,,,
世足養生會館 - 腳底 + 身體舒緩按摩 90 min - 1,按摩,,,
世足養生會館 - 腳底 + 身體舒緩按摩 90 min - 2,按摩,,,
世足養生會館 - 腳底按摩舒壓 60 min - 1,按摩,,,
北澤壽喜燒專門店 - 台中大里俱樂部 - 【北澤壽喜燒專門店】EZTABLE 獨家方案，平日午餐特別優惠價：＄399 /人 - 4,餐飲,,,
去憂餐酒館 - 獨家雙人套餐｜Chill 起來 - 1,餐飲,,,
古早味牛肉麵 立志店 - 雙人套餐 - 1,餐飲,,,
可利亞石頭火鍋 Koriya - 台北【可利亞石頭火鍋 Koriya】EZTABLE 獨家方案，平日晚餐 預付 300 元/人 ，即享結帳 9 折優惠！（預付金額可抵 300 元消費） - 2,餐飲,,,
可蜜達Comida - 起士肉蛋吐司 - 7<br>檸檬馬告雞肉蛋土司 (限量供應) - 3,餐飲,,,
台北101觀景台門票 - 【限時特惠】台北101觀景台門票 (台灣籍旅客限定) - 1,餐飲,,,
台北怡亨五星酒店 - 歐式早午餐｜贈現打果汁 - 2,餐飲,,,
台北怡亨酒店 - 歐式早午餐｜贈現打果汁 - 1,餐飲,,,
台北按摩滿憶亭養生會館 - 頭頸肩 + 背部指壓按摩 35 min - 1,按摩,,,
台北按摩滿憶亭養生會館 - 頭頸肩 + 背部精油按摩 45 min - 1,按摩,,,
台北犁記 - 6入－綠豆椪（葷） - 1<br>12入－鳳梨酥 - 3<br>10入－富貴滿堂 - 1<br>6入－咖哩綠豆椪（葷） - 1,餐飲,,,
台北喜來登 比薩屋 - 現場 2222 元折抵｜限時優惠 - 3,餐飲,,,
台北喜來登 安東廳 - 現場 2222 元折抵｜限時優惠 - 1,餐飲,,,
台北喜來登 安東廳 - 現場 2222 元折抵｜限時優惠 - 12,餐飲,,,
台北喜來登 安東廳 - 現場 2222 元折抵｜限時優惠 - 2<br>1000 元折抵優惠 - 1,餐飲,,,
台北喜來登 安東廳 - 現場 2222 元折抵｜限時優惠 - 3,餐飲,,,
台北喜來登 安東廳 - 週年慶閃購｜現場 2222 元折抵 - 2,餐飲,,,
台北寒舍艾美酒店 探索廚房 - 平日午晚餐 - 1,餐飲,,,
台北寒舍艾美酒店 探索廚房 - 平日午晚餐 - 4,餐飲,,,
台北寒舍艾美酒店 探索廚房 - 單人平日午晚餐 - 2,餐飲,,,
台北萬豪 INGE'S - 雙人星空分享餐 - 1,餐飲,,,
台北萬豪 INGE'S - 雙人星空分享餐 - 1<br>雙人調酒 + 炸雞 - 1,餐飲,,,
台南擔仔麵海鮮餐廳 Tainan Tan Tsu Mien Seafood Restaurant（2019 米其林指南一星推薦） - 台北【台南擔仔麵海鮮餐廳】EZTABLE獨家方案，預付 $1000元/人，贈新鮮果汁飲品一杯！（預付額可抵消費） - 1,餐飲,,,
台塑牛排創始店 - 聯一西餐廳 - 台北【台塑牛排創始店 - 聯一西餐廳】EZTABLE 獨家方案，預付 $500/人 享優先保留位！ - 2,餐飲,,,
台灣巴西柔術學院 - 體驗課程 6 堂｜6 h - 1,美顏/造型,,,
台灣美食測試活動 - [測試] 限時買一送一\ 期間限定 飛燕花生奶茶 (兩杯) - 1,餐飲,,,
四川吳抄手 - 芝麻脆雞柳 - 1<br>東坡肉 - 2<br>蟹黃獅子頭 - 0<br>粉蒸排骨 - 2,餐飲,,,
四知堂 - 台北【四知堂】EZTABLE 獨家方案，預付$450/人，可抵現場消費$500 - 7,餐飲,,,
夯足足體養生會館 士林會館 - 腳底按摩 40 min - 1,按摩,,,
夯足足體養生會館 北車會館 - 全身指壓 70 min - 1,按摩,,,
巧之味手工水餃 - 干貝+招牌+韭菜 各5粒 - 1<br>綜合丸子湯 - 1,餐飲,,,
巧之味手工水餃 - 冷凍韭菜水餃（韭菜＋豬肉） - 2<br>冷凍養身素餃（紫米＋香菇＋南瓜＋杏包菇＋高麗菜） - 1<br>冷凍玉米水餃（非基改玉米、青蔥、豬肉、茡薺） - 2,餐飲,,,
布佬廚房 Bruce’s Kitchen - 台北【布佬廚房】EZTABLE 獨家方案，預付$350 /人，用餐可抵 $400 消費。另贈「迷迭香薯條」(價值$100) 乙份 - 4,餐飲,,,
布娜飛 BravoBeer - FunNow 獨家雙人套餐 - 1,餐飲,,,
平崎吐司hiroki - 平崎生吐司 - 2,餐飲,,,
打狗霸鍋物 - 昆明店 - 台北【打狗霸鍋物 - 德立莊店、昆明店】EZTABLE 超值限定，預訂【個人鍋物】並預付$200/人，享獨家保留位！ - 1,餐飲,,,
打狗霸鍋物 - 徳立莊店 - 台北【打狗霸鍋物 - 德立莊店、昆明店】EZTABLE 超值限定，預訂【海陸焱豪華雙人套餐】並預付 $200/人，享套餐優惠價 $398/人，預付額可抵用 200 元消費！ - 2,餐飲,,,
打狗霸鍋物 - 徳立莊店 - 台北【打狗霸鍋物 - 德立莊店、昆明店】EZTABLE 超值限定，預訂【海陸焱豪華雙人套餐】並預付 $200/人，享套餐優惠價 $398/人，預付額可抵用 200 元消費！ - 4,餐飲,,,
本鼎堂台式漢方麻辣鍋 - 台北【本鼎堂台式漢方麻辣鍋】EZTABLE 獨家方案，預付 $200/人，每桌招待梅花豬一份 - 4,餐飲,,,
永恆之美整體美學 - 韓式霧眉 ｜三個月內免費補色 - 1,美顏/造型,,,
永康階 - 捷運東門站 - 預約享9折（週日至週四，7:00PM - 9:00PM） - 1,餐飲,,,
玄武養身會舘 板橋店 - 腳底+身體指壓 75 min - 1,按摩,,,
甘簞行瓦 x Mvsa 西班牙酒莊餐廳(台南) - 台南【甘簞行瓦 x Mvsa 西班牙酒莊餐廳】EZTABLE 獨家方案，2~3 人訂位並預付餐費 900 /桌，即贈 Brava 紅醬馬鈴薯 - 1,餐飲,,,
田園咖啡廳 - 福容大飯店台北一館 - 台北【田園咖啡廳 - 福容大飯店台北一館】EZTABLE 獨家優惠，午／晚餐吃到飽 優惠價 $730 /人 (原價 $919) - 1,餐飲,,,
田園咖啡廳 - 福容大飯店台北一館 - 台北【田園咖啡廳 - 福容大飯店台北一館】EZTABLE 獨家優惠，午／晚餐吃到飽 優惠價 $730 /人 (原價 $919) - 2,餐飲,,,
石研室微風南山店 - 單人超值選｜剝皮辣椒牛豬雙拼 - 1,餐飲,,,
